TDP_1,TDP_2,TD_1,TD_2,ctrl_1,ctrl_2,details,event_date,event_loc,event_name,f1_res,f2_res,fight_class,fight_result,fighter_name_1,fighter_name_2,judge_1,judge_2,judge_3,kd_1,kd_2,method,r1_TDP_1,r1_TDP_2,r1_TD_1,r1_TD_2,r1_ctrl_1,r1_ctrl_2,r1_rev_1,r1_rev_2,r1_sig_strP_1,r1_sig_strP_2,r1_sig_str_1,r1_sig_str_2,r1_sub_att_1,r1_sub_att_2,r1_tot_str_1,r1_tot_str_2,referee,rev_1,rev_2,round,sig_strP_1,sig_strP_2,sig_str_1,sig_str_2,sub_att_1,sub_att_2,time,time_format,tot_body_1,tot_body_2,tot_clinch_1,tot_clinch_2,tot_dist_1,tot_dist_2,tot_ground_1,tot_ground_2,tot_head_1,tot_head_2,tot_leg_1,tot_leg_2,tot_str_1,tot_str_2
100%,50%,"2,2","1,2",13:11,0:19,Judge,"February 16, 2013","London, England, United Kingdom",UFC on FUEL TV: Barao vs McDonald,W,L,Featherweight Bout,"W,Andy Ogle,""The Little Axe"",L,Josh Grispi,""The Fluke""",Andy Ogle,Josh Grispi,Chris Lee-28 - 29.,Andy Roberts-28 - 29.,Chris Watts-27 - 30.,0,0,Decision - Unanimous,---,100%,"0,0","1,1",4:28,0:09,1,0,42%,9%,"3,7","1,11",0,1,"42,48","4,14",Marc Goddard,1,0,3,45%,26%,"19,42","7,26",0,2,5:00,3 Rnd (5-5-5),"8,9","2,4","0,0","1,1","8,29","6,25","11,13","0,0","10,32","0,15","1,1","5,7","119,153","19,38"
---,66%,"0,0","4,6",0:00,12:15,Judge,"February 16, 2013","London, England, United Kingdom",UFC on FUEL TV: Barao vs McDonald,L,W,Lightweight Bout,"L,Paul Sass,W,Danny Castillo,""Last Call""",Paul Sass,Danny Castillo,Andy Roberts-27 - 30.,Dean Weir-27 - 30.,Aaron Chatfield-28 - 29.,0,0,Decision - Unanimous,---,50%,"0,0","1,2",0:00,4:29,0,0,0%,47%,"0,2","11,23",4,0,"5,8","17,34",Neil Hall,0,0,3,17%,56%,"4,23","38,67",5,0,5:00,3 Rnd (5-5-5),"1,1","1,1","0,0","0,0","4,23","1,7","0,0","37,60","2,20","35,64","1,2","2,2","23,47","67,104"
---,66%,"0,0","2,3",0:02,10:45,Judge,"February 16, 2013","London, England, United Kingdom",UFC on FUEL TV: Barao vs McDonald,L,W,Lightweight Bout,"L,Terry Etim,W,Renee Forte",Terry Etim,Renee Forte,Tom Harris-28 - 29.,Chris Watts-28 - 29.,Chris Lee-27 - 30.,0,1,Decision - Unanimous,---,100%,"0,0","1,1",0:02,2:30,0,0,17%,25%,"5,29","9,36",0,0,"6,30","16,45",Marc Goddard,0,0,3,20%,39%,"13,62","47,119",0,0,5:00,3 Rnd (5-5-5),"4,7","5,11","3,5","12,17","10,57","16,58","0,0","19,44","5,49","38,102","4,6","4,6","14,63","78,154"
0%,35%,"0,1","5,14",0:32,11:15,Failed Drug Test by Riddle,"February 16, 2013","London, England, United Kingdom",UFC on FUEL TV: Barao vs McDonald,NC,NC,Welterweight Bout,"NC,Che Mills,""Beautiful"",NC,Matthew Riddle,""Deep Waters""",Che Mills,Matthew Riddle,,,,0,0,Overturned,---,37%,"0,0","3,8",0:00,3:43,0,0,68%,50%,"13,19","10,20",0,0,"18,24","37,47",Kevin Mulhall,1,0,3,56%,57%,"28,50","23,40",0,0,5:00,3 Rnd (5-5-5),"4,7","3,6","10,14","5,12","11,27","7,16","7,9","11,12","12,31","14,24","12,12","6,10","48,72","126,157"
40%,0%,"2,5","0,2",6:38,6:21,Judge,"February 16, 2013","London, England, United Kingdom",UFC on FUEL TV: Barao vs McDonald,W,L,Light Heavyweight Bout,"W,James Te Huna,L,Ryan Jimmo,""The Big Deal""",James Te Huna,Ryan Jimmo,Chris Lee-27 - 29.,Andy Roberts-28 - 29.,Dean Weir-28 - 29.,0,1,Decision - Unanimous,---,---,"0,0","0,0",0:46,3:59,0,0,70%,64%,"7,10","25,39",0,0,"35,47","47,64",Leon Roberts,0,0,3,62%,65%,"49,79","34,52",0,0,5:00,3 Rnd (5-5-5),"7,11","1,1","14,19","5,5","1,11","6,11","34,49","23,36","34,58","28,45","8,10","5,6","121,166","56,77"
50%,---,"2,4","0,0",5:38,0:12,Judge,"February 16, 2013","London, England, United Kingdom",UFC on FUEL TV: Barao vs McDonald,W,L,Welterweight Bout,"W,Gunnar Nelson,""Gunni"",L,Jorge Santiago,""The Sandman""",Gunnar Nelson,Jorge Santiago,Aaron Chatfield-28 - 29.,Andy Roberts-28 - 29.,Chris Lee-27 - 30.,0,0,Decision - Unanimous,50%,---,"1,2","0,0",0:55,0:00,0,0,56%,34%,"9,16","15,44",0,0,"9,16","18,48",Marc Goddard,0,0,3,52%,34%,"42,80","43,123",0,0,5:00,3 Rnd (5-5-5),"4,7","22,28","6,9","22,30","21,48","20,92","15,23","1,1","32,67","19,93","6,6","2,2","47,86","52,134"
100%,---,"3,3","0,0",2:22,0:19,Leg Injury,"February 16, 2013","London, England, United Kingdom",UFC on FUEL TV: Barao vs McDonald,W,L,Light Heavyweight Bout,"W,Jimi Manuwa,""Poster Boy"",L,Cyrille Diabate,""The Snake""",Jimi Manuwa,Cyrille Diabate,,,,0,0,TKO - Doctor's Stoppage,100%,---,"3,3","0,0",2:22,0:19,0,0,50%,64%,"18,36","9,14",0,0,"18,36","11,16",Leon Roberts,0,0,1,50%,64%,"18,36","9,14",0,0,5:00,3 Rnd (5-5-5),"1,3","7,9","8,10","7,9","9,23","2,5","1,3","0,0","10,26","1,4","7,7","1,1","18,36","11,16"
100%,22%,"2,2","2,9",3:01,4:02,Judge,"February 16, 2013","London, England, United Kingdom",UFC on FUEL TV: Barao vs McDonald,W,L,Featherweight Bout,"W,Cub Swanson,L,Dustin Poirier,""The Diamond""",Cub Swanson,Dustin Poirier,Chris Lee-28 - 29.,Chris Watts-27 - 30.,Andy Roberts-27 - 30.,0,0,Decision - Unanimous,---,20%,"0,0","1,5",0:00,1:39,0,0,44%,39%,"22,49","18,46",0,0,"25,52","28,59",Kevin Mulhall,0,0,3,46%,41%,"58,126","58,140",0,0,5:00,3 Rnd (5-5-5),"11,17","3,8","5,7","5,9","45,107","52,125","8,12","1,6","40,100","33,107","7,9","22,25","80,150","70,158"
40%,0%,"4,10","0,1",3:58,0:00,Arm Triangle From Side Control,"February 16, 2013","London, England, United Kingdom",UFC on FUEL TV: Barao vs McDonald,W,L,UFC Interim Bantamweight Title Bout,"W,Renan Barao,""The Baron"",L,Michael McDonald,""Mayday""",Renan Barao,Michael McDonald,,,,0,0,Submission,66%,---,"2,3","0,0",2:30,0:00,0,0,38%,38%,"10,26","10,26",0,0,"17,34","13,29",Marc Goddard,0,0,4,32%,28%,"36,112","26,92",1,0,3:57,5 Rnd (5-5-5-5-5),"2,9","0,0","6,16","7,14","25,88","18,77","5,8","1,1","28,97","26,92","6,6","0,0","43,121","29,95"
33%,---,"1,3","0,0",6:18,0:56,Rear Naked Choke,"February 02, 2013","Las Vegas, Nevada, USA",UFC 156: Aldo vs Edgar,L,W,Bantamweight Bout,"L,Chico Camus,""The King"",W,Dustin Kimura,""The Diamond""",Chico Camus,Dustin Kimura,,,,0,0,Submission,---,---,"0,0","0,0",3:35,0:32,1,1,58%,50%,"7,12","5,10",0,1,"17,25","8,13",Herb Dean,1,1,3,56%,28%,"23,41","16,56",0,5,1:50,3 Rnd (5-5-5),"4,5","3,4","3,3","2,3","15,31","9,44","5,7","5,9","12,28","13,50","7,8","0,2","34,55","26,67"
33%,---,"1,3","0,0",2:51,2:14,Judge,"February 02, 2013","Las Vegas, Nevada, USA",UFC 156: Aldo vs Edgar,L,W,Lightweight Bout,"L,Yves Edwards,W,Isaac Vallie-Flagg",Yves Edwards,Isaac Vallie-Flagg,Junichiro Kamijo-29 - 28.,Patricia Morse-Jarman-28 - 29.,Mark Smith-28 - 29.,0,0,Decision - Split,---,---,"0,0","0,0",0:08,0:22,0,0,50%,37%,"24,48","29,77",0,0,"26,50","38,87",Yves Lavigne,0,0,3,50%,34%,"58,115","76,222",0,0,5:00,3 Rnd (5-5-5),"14,20","18,27","12,17","24,43","46,98","52,179","0,0","0,0","32,82","47,180","12,13","11,15","64,125","129,284"
33%,100%,"4,12","1,1",5:37,4:33,Rear Naked Choke,"February 02, 2013","Las Vegas, Nevada, USA",UFC 156: Aldo vs Edgar,L,W,Lightweight Bout,"L,Jacob Volkmann,""Christmas"",W,Bobby Green,""King""",Jacob Volkmann,Bobby Green,,,,0,0,Submission,100%,---,"1,1","0,0",3:49,0:00,0,0,13%,23%,"3,23","3,13",0,0,"8,32","3,13",Kim Winslow,0,2,3,11%,60%,"6,51","54,90",0,1,4:25,3 Rnd (5-5-5),"1,6","14,19","0,0","9,9","3,44","17,44","3,7","28,37","4,37","34,64","1,8","6,7","11,60","69,106"
---,---,"0,0","0,0",0:09,0:00,Punch to Head At Distance,"February 02, 2013","Las Vegas, Nevada, USA",UFC 156: Aldo vs Edgar,W,L,Welterweight Bout,"W,Tyron Woodley,""The Chosen One"",L,Jay Hieron,""The Thoroughbred""",Tyron Woodley,Jay Hieron,,,,1,0,KO/TKO,---,---,"0,0","0,0",0:09,0:00,0,0,68%,0%,"15,22","0,2",0,0,"15,22","0,2",Herb Dean,0,0,1,68%,0%,"15,22","0,2",0,0,0:36,3 Rnd (5-5-5),"2,3","0,0","0,0","0,0","2,5","0,2","13,17","0,0","13,19","0,2","0,0","0,0","15,22","0,2"
22%,0%,"2,9","0,9",1:50,1:32,Judge,"February 02, 2013","Las Vegas, Nevada, USA",UFC 156: Aldo vs Edgar,L,W,Lightweight Bout,"L,Gleison Tibau,W,Evan Dunham",Gleison Tibau,Evan Dunham,Sal D'amato-28 - 29.,Jeff Collins-29 - 28.,Junichiro Kamijo-28 - 29.,0,0,Decision - Split,50%,0%,"1,2","0,2",1:26,0:26,0,0,32%,36%,"13,40","18,49",1,0,"13,40","23,54",Yves Lavigne,0,0,3,21%,38%,"37,169","91,237",1,0,5:00,3 Rnd (5-5-5),"6,10","10,21","6,15","18,28","31,154","73,209","0,0","0,0","28,156","76,210","3,3","5,6","37,169","98,245"
0%,25%,"0,1","1,4",0:26,1:29,Judge,"February 02, 2013","Las Vegas, Nevada, USA",UFC 156: Aldo vs Edgar,W,L,Flyweight Bout,"W,Joseph Benavidez,L,Ian McCall,""Uncle Creepy""",Joseph Benavidez,Ian McCall,Mark Smith-28 - 29.,Glenn Trowbridge-28 - 29.,Tony Weeks-28 - 29.,0,0,Decision - Unanimous,---,0%,"0,0","0,1",0:00,0:08,0,0,32%,38%,"20,62","14,36",0,0,"21,63","14,36",Steve Mazzagatti,0,0,3,30%,35%,"57,184","40,113",0,0,5:00,3 Rnd (5-5-5),"12,23","13,24","5,7","8,16","52,177","30,94","0,0","2,3","33,135","18,70","12,26","9,19","62,189","54,127"
---,41%,"0,0","7,17",0:33,12:51,Judge,"February 02, 2013","Las Vegas, Nevada, USA",UFC 156: Aldo vs Edgar,L,W,Welterweight Bout,"L,Jon Fitch,W,Demian Maia",Jon Fitch,Demian Maia,Adalaide Byrd-27 - 30.,Jeff Collins-27 - 30.,Patricia Morse-Jarman-27 - 30.,0,0,Decision - Unanimous,---,50%,"0,0","3,6",0:00,4:55,0,0,---,90%,"0,0","9,10",0,1,"6,6","34,38",Kim Winslow,0,0,3,37%,70%,"6,16","12,17",1,3,5:00,3 Rnd (5-5-5),"1,2","1,2","0,1","3,4","5,14","1,5","1,1","8,8","3,12","7,11","2,2","4,4","36,55","63,74"
100%,0%,"1,1","0,1",6:24,0:00,Punches to Head At Distance,"February 02, 2013","Las Vegas, Nevada, USA",UFC 156: Aldo vs Edgar,L,W,Heavyweight Bout,"L,Alistair Overeem,""The Demolition Man"",W,Antonio Silva,""Bigfoot""",Alistair Overeem,Antonio Silva,,,,0,1,KO/TKO,---,0%,"0,0","0,1",2:19,0:00,0,0,68%,23%,"22,32","3,13",0,0,"32,43","16,27",Herb Dean,0,0,3,71%,43%,"51,71","21,48",0,0,0:25,3 Rnd (5-5-5),"27,31","2,3","18,22","9,16","14,27","11,30","19,22","1,2","22,38","18,40","2,2","1,5","73,95","42,74"
20%,---,"1,5","0,0",0:15,0:00,Judge,"February 02, 2013","Las Vegas, Nevada, USA",UFC 156: Aldo vs Edgar,L,W,Light Heavyweight Bout,"L,Rashad Evans,""Suga"",W,Rogerio Nogueira,""Minotouro""",Rashad Evans,Rogerio Nogueira,Sal D'amato-28 - 29.,Patricia Morse-Jarman-28 - 29.,Glenn Trowbridge-28 - 29.,0,0,Decision - Unanimous,100%,---,"1,1","0,0",0:13,0:00,0,0,40%,15%,"8,20","4,26",0,0,"8,20","4,26",Yves Lavigne,0,0,3,27%,26%,"22,81","40,152",0,0,5:00,3 Rnd (5-5-5),"4,10","10,18","5,8","3,5","17,73","37,147","0,0","0,0","16,67","28,131","2,4","2,3","22,81","40,152"
---,18%,"0,0","2,11",0:05,0:57,Judge,"February 02, 2013","Las Vegas, Nevada, USA",UFC 156: Aldo vs Edgar,W,L,UFC Featherweight Title Bout,"W,Jose Aldo,L,Frankie Edgar,""The Answer""",Jose Aldo,Frankie Edgar,Adalaide Byrd-46 - 49.,Jeff Collins-47 - 48.,Junichiro Kamijo-46 - 49.,0,0,Decision - Unanimous,---,---,"0,0","0,0",0:00,0:00,0,0,50%,14%,"21,42","5,34",0,0,"21,42","5,34",Steve Mazzagatti,0,0,5,30%,22%,"76,253","60,272",0,0,5:00,5 Rnd (5-5-5-5-5),"2,8","14,29","0,3","5,8","76,250","55,264","0,0","0,0","65,235","24,214","9,10","22,29","76,253","63,275"
66%,---,"4,6","0,0",5:42,0:11,Arm Triangle From Mount,"January 26, 2013","Chicago, Illinois, USA",UFC on FOX: Johnson vs Dodson,W,L,Middleweight Bout,"W,Rafael Natal,""Sapo"",L,Sean Spencer,""Black Magic""",Rafael Natal,Sean Spencer,,,,0,0,Submission,50%,---,"1,2","0,0",0:30,0:11,0,0,43%,11%,"22,51","7,59",0,0,"24,54","7,59",Robert Madrigal,0,0,3,57%,14%,"64,111","12,84",4,0,2:13,3 Rnd (5-5-5),"6,8","1,5","1,2","1,2","25,60","11,82","38,49","0,0","47,92","11,78","11,11","0,1","122,170","14,86"
16%,100%,"1,6","2,2",3:38,2:04,to   On Ground,"January 26, 2013","Chicago, Illinois, USA",UFC on FOX: Johnson vs Dodson,L,W,Heavyweight Bout,"L,Mike Russow,W,Shawn Jordan,""The Savage""",Mike Russow,Shawn Jordan,,,,0,0,KO/TKO,16%,---,"1,6","0,0",3:12,0:00,0,0,59%,40%,"19,32","9,22",0,0,"23,38","11,24",Herb Dean,0,0,2,55%,58%,"25,45","42,72",0,0,3:48,3 Rnd (5-5-5),"0,0","3,4","10,18","9,13","15,27","11,36","0,0","22,23","25,45","39,68","0,0","0,0","29,51","56,88"
---,---,"0,0","0,0",0:06,0:14,Guillotine Choke After Drop to Half Guard,"January 26, 2013","Chicago, Illinois, USA",UFC on FOX: Johnson vs Dodson,W,L,Light Heavyweight Bout,"W,Ryan Bader,""Darth"",L,Vladimir Matyushenko,""The Janitor""",Ryan Bader,Vladimir Matyushenko,,,,1,0,Submission,---,---,"0,0","0,0",0:06,0:14,0,0,50%,0%,"3,6","0,4",1,0,"3,6","1,5",John McCarthy,0,0,1,50%,0%,"3,6","0,4",1,0,0:50,3 Rnd (5-5-5),"0,0","0,0","0,0","0,0","3,4","0,4","0,2","0,0","2,5","0,4","1,1","0,0","3,6","1,5"
25%,50%,"2,8","1,2",2:30,3:45,Judge,"January 26, 2013","Chicago, Illinois, USA",UFC on FOX: Johnson vs Dodson,L,W,Welterweight Bout,"L,Mike Stumpf,W,Pascal Krauss,""Panzer""",Mike Stumpf,Pascal Krauss,Sal D'amato-27 - 30.,Clay Goodman-27 - 30.,Brian Puccillo-27 - 30.,0,0,Decision - Unanimous,33%,0%,"1,3","0,1",1:08,0:24,0,0,45%,45%,"22,48","46,102",0,1,"27,55","53,109",Herb Dean,0,0,3,44%,52%,"63,142","163,309",0,1,5:00,3 Rnd (5-5-5),"16,26","19,26","12,19","44,64","51,122","116,242","0,1","3,3","26,95","115,254","21,21","29,29","87,169","197,344"
50%,---,"3,6","0,0",8:33,0:10,Judge,"January 26, 2013","Chicago, Illinois, USA",UFC on FOX: Johnson vs Dodson,W,L,Featherweight Bout,"W,Clay Guida,""The Carpenter"",L,Hatsu Hioki",Clay Guida,Hatsu Hioki,Richard Winter-29 - 28.,Gabriel Sabaitis-27 - 30.,Sal D'amato-28 - 29.,0,0,Decision - Split,33%,---,"1,3","0,0",1:09,0:10,0,0,25%,46%,"16,63","26,56",0,0,"16,63","31,61",Robert Madrigal,0,0,3,23%,41%,"26,112","41,99",0,1,5:00,3 Rnd (5-5-5),"2,9","9,20","1,2","2,5","22,100","36,91","3,10","3,3","14,85","29,74","10,18","3,5","40,136","74,138"
---,0%,"0,0","0,1",1:10,0:00,Elbows to Head In Clinch,"January 26, 2013","Chicago, Illinois, USA",UFC on FOX: Johnson vs Dodson,W,L,Lightweight Bout,"W,TJ Grant,L,Matt Wiman",TJ Grant,Matt Wiman,,,,1,0,KO/TKO,---,0%,"0,0","0,1",1:10,0:00,0,0,58%,31%,"54,93","18,57",0,0,"56,96","18,58",John McCarthy,0,0,1,58%,31%,"54,93","18,57",0,0,4:51,3 Rnd (5-5-5),"15,18","2,5","20,24","2,6","25,54","16,51","9,15","0,0","37,73","9,44","2,2","7,8","56,96","18,58"
---,25%,"0,0","2,8",0:20,3:15,Elbows to Head On Ground,"January 26, 2013","Chicago, Illinois, USA",UFC on FOX: Johnson vs Dodson,L,W,Featherweight Bout,"L,Erik Koch,""Phoenix"",W,Ricardo Lamas,""The Bully""",Erik Koch,Ricardo Lamas,,,,0,0,KO/TKO,---,14%,"0,0","1,7",0:08,2:12,0,0,28%,55%,"7,25","11,20",0,0,"16,34","16,26",John McCarthy,0,0,2,31%,57%,"14,44","32,56",0,0,2:32,3 Rnd (5-5-5),"2,3","7,9","2,2","7,7","12,42","10,29","0,0","15,20","9,37","18,36","3,4","7,11","25,55","40,65"
---,---,"0,0","0,0",0:02,0:00,Kick to Body At Distance,"January 26, 2013","Chicago, Illinois, USA",UFC on FOX: Johnson vs Dodson,W,L,Lightweight Bout,"W,Anthony Pettis,""Showtime"",L,Donald Cerrone,""Cowboy""",Anthony Pettis,Donald Cerrone,,,,1,0,KO/TKO,---,---,"0,0","0,0",0:02,0:00,0,0,64%,33%,"18,28","4,12",0,0,"18,28","4,12",Robert Madrigal,0,0,1,64%,33%,"18,28","4,12",0,0,2:35,3 Rnd (5-5-5),"4,6","1,2","0,0","0,0","16,26","4,12","2,2","0,0","13,21","2,8","1,1","1,2","18,28","4,12"
0%,100%,"0,4","5,5",0:05,3:38,Judge,"January 26, 2013","Chicago, Illinois, USA",UFC on FOX: Johnson vs Dodson,L,W,Light Heavyweight Bout,"L,Quinton Jackson,""Rampage"",W,Glover Teixeira",Quinton Jackson,Glover Teixeira,Sal D'amato-27 - 30.,Gabriel Sabaitis-27 - 30.,Otto Torriero-28 - 29.,0,1,Decision - Unanimous,0%,100%,"0,1","1,1",0:00,1:03,0,0,41%,36%,"20,48","19,52",0,0,"20,48","24,60",Herb Dean,0,0,3,31%,44%,"53,169","80,179",0,0,5:00,3 Rnd (5-5-5),"5,5","9,14","4,11","9,13","49,158","48,131","0,0","23,35","45,161","70,164","3,3","1,1","54,170","103,207"
33%,25%,"5,15","1,4",5:45,2:34,Judge,"January 26, 2013","Chicago, Illinois, USA",UFC on FOX: Johnson vs Dodson,W,L,UFC Flyweight Title Bout,"W,Demetrious Johnson,""Mighty Mouse"",L,John Dodson,""The Magician""",Demetrious Johnson,John Dodson,Sal D'amato-47 - 48.,Gabriel Sabaitis-46 - 49.,Otto Torriero-47 - 48.,0,1,Decision - Unanimous,50%,---,"1,2","0,0",0:37,0:19,0,0,29%,28%,"11,37","9,32",0,0,"19,46","12,35",John McCarthy,0,0,5,51%,36%,"127,247","57,156",0,0,5:00,5 Rnd (5-5-5-5-5),"29,44","23,35","73,84","16,22","51,158","40,133","3,5","1,1","70,154","25,109","28,49","9,12","181,303","71,170"
0%,66%,"0,1","2,3",1:13,1:26,Kneebar From Bottom Half Guard,"January 19, 2013","Sao Paulo, Brazil",UFC on FX: Belfort vs Bisping,L,W,Light Heavyweight Bout,"L,Wagner Prado,""Caldeirao"",W,Ildemar Alcantara,""Marajo""",Wagner Prado,Ildemar Alcantara,,,,0,0,Submission,0%,50%,"0,1","1,2",0:00,0:58,0,0,55%,46%,"24,43","22,47",0,0,"24,43","35,60",Mario Yamasaki,1,0,2,52%,43%,"28,53","24,55",0,3,2:39,3 Rnd (5-5-5),"14,22","12,17","3,3","2,3","25,48","22,52","0,2","0,0","14,30","10,36","0,1","2,2","41,70","39,70"
100%,0%,"1,1","0,1",1:07,0:03,Strikes to Back of Head by Alcantara,"January 19, 2013","Sao Paulo, Brazil",UFC on FX: Belfort vs Bisping,NC,NC,Bantamweight Bout,"NC,Iuri Alcantara,""Marajo"",NC,Pedro Nobre,""The Rock""",Iuri Alcantara,Pedro Nobre,,,,0,0,Could Not Continue,100%,0%,"1,1","0,1",1:07,0:03,0,0,64%,30%,"20,31","3,10",1,0,"26,38","3,10",Dan Miragliotta,0,0,1,64%,30%,"20,31","3,10",1,0,2:11,3 Rnd (5-5-5),"3,5","1,1","0,0","0,0","6,16","3,10","14,15","0,0","17,25","1,7","0,1","1,2","26,38","3,10"
---,---,"0,0","0,0",0:10,0:00,Punches to Head On Ground      Submission to Strikes,"January 19, 2013","Sao Paulo, Brazil",UFC on FX: Belfort vs Bisping,W,L,Lightweight Bout,"W,Edson Barboza,""Junior"",L,Lucas Martins,""Mineiro""",Edson Barboza,Lucas Martins,,,,1,0,KO/TKO,---,---,"0,0","0,0",0:10,0:00,0,0,57%,38%,"26,45","12,31",0,0,"29,49","12,31",Mario Yamasaki,0,0,1,57%,38%,"26,45","12,31",0,0,2:38,3 Rnd (5-5-5),"3,5","2,2","0,0","0,0","20,36","12,31","6,9","0,0","15,30","9,27","8,10","1,2","29,49","12,31"
---,47%,"0,0","10,21",0:00,12:13,Judge,"January 19, 2013","Sao Paulo, Brazil",UFC on FX: Belfort vs Bisping,L,W,Featherweight Bout,"L,Diego Nunes,""The Gun"",W,Nik Lentz,""The Carny""",Diego Nunes,Nik Lentz,Romulo Bittencourt-28 - 30.,Mark Collett-27 - 30.,Sal D'amato-26 - 30.,0,0,Decision - Unanimous,---,50%,"0,0","5,10",0:00,4:25,0,0,25%,89%,"1,4","25,28",0,0,"1,4","63,70",Dan Miragliotta,0,0,3,56%,75%,"18,32","56,74",0,0,5:00,3 Rnd (5-5-5),"4,6","7,7","3,5","16,17","13,25","9,21","2,2","31,36","12,24","34,51","2,2","15,16","19,33","205,234"
16%,0%,"2,12","0,1",8:49,2:59,Judge,"January 19, 2013","Sao Paulo, Brazil",UFC on FX: Belfort vs Bisping,W,L,Middleweight Bout,"W,Ronny Markes,L,Andrew Craig,""Highlight""",Ronny Markes,Andrew Craig,Romulo Bittencourt-28 - 29.,Howard Hughes-28 - 29.,Chris Lee-28 - 29.,0,0,Decision - Unanimous,25%,---,"1,4","0,0",4:04,0:08,0,1,33%,60%,"1,3","3,5",1,0,"21,23","15,19",Marc Goddard,0,1,3,55%,68%,"5,9","20,29",2,0,5:00,3 Rnd (5-5-5),"1,1","7,7","1,1","6,6","3,7","5,13","1,1","9,10","3,7","12,21","1,1","1,1","28,32","90,106"
0%,83%,"0,1","5,6",4:12,6:01,Judge,"January 19, 2013","Sao Paulo, Brazil",UFC on FX: Belfort vs Bisping,W,L,Featherweight Bout,"W,Godofredo Pepey,L,Milton Vieira,""Miltinho""",Godofredo Pepey,Milton Vieira,Mark Collett-28 - 29.,Howard Hughes-29 - 28.,Sal D'amato-28 - 29.,0,0,Decision - Split,---,66%,"0,0","2,3",0:21,2:48,0,0,51%,36%,"14,27","4,11",0,0,"18,31","20,28",Mario Yamasaki,1,0,3,47%,50%,"36,76","17,34",0,0,5:00,3 Rnd (5-5-5),"5,5","6,6","4,6","3,3","26,64","12,28","6,6","2,3","18,56","8,25","13,15","3,3","104,153","58,84"
---,---,"0,0","0,0",0:00,0:13,Elbows to Head From Half Guard,"January 19, 2013","Sao Paulo, Brazil",UFC on FX: Belfort vs Bisping,L,W,Lightweight Bout,"L,Thiago Tavares,W,Khabib Nurmagomedov,""The Eagle""",Thiago Tavares,Khabib Nurmagomedov,,,,0,1,KO/TKO,---,---,"0,0","0,0",0:00,0:13,0,0,20%,70%,"2,10","22,31",0,0,"2,10","22,31",Dan Miragliotta,0,0,1,20%,70%,"2,10","22,31",0,0,1:55,3 Rnd (5-5-5),"1,2","0,2","0,0","0,0","2,10","5,12","0,0","17,19","0,7","22,29","1,1","0,0","2,10","22,31"
37%,---,"3,8","0,0",2:18,0:37,Guillotine Choke After Drop to Guard,"January 19, 2013","Sao Paulo, Brazil",UFC on FX: Belfort vs Bisping,W,L,Heavyweight Bout,"W,Gabriel Gonzaga,""Napao"",L,Ben Rothwell",Gabriel Gonzaga,Ben Rothwell,,,,0,0,Submission,37%,---,"3,8","0,0",2:18,0:22,0,0,61%,47%,"13,21","10,21",0,0,"16,24","13,26",Marc Goddard,0,0,2,60%,44%,"17,28","12,27",1,0,1:01,3 Rnd (5-5-5),"5,7","2,2","8,12","3,5","9,16","9,22","0,0","0,0","11,20","10,25","1,1","0,0","20,31","15,32"
0%,33%,"0,6","2,6",1:57,2:26,Judge,"January 19, 2013","Sao Paulo, Brazil",UFC on FX: Belfort vs Bisping,L,W,Middleweight Bout,"L,Daniel Sarafian,W,CB Dollaway,""The Doberman""",Daniel Sarafian,CB Dollaway,Mark Collett-28 - 29.,Howard Hughes-29 - 28.,Chris Lee-28 - 29.,1,0,Decision - Split,---,0%,"0,0","0,2",0:12,0:04,0,0,40%,28%,"18,44","13,46",0,0,"18,44","13,46",Mario Yamasaki,0,1,3,38%,40%,"38,98","62,152",0,0,5:00,3 Rnd (5-5-5),"12,23","9,12","2,2","2,5","35,95","43,121","1,1","17,26","26,75","47,134","0,0","6,6","41,102","73,164"
---,0%,"0,0","0,1",0:06,0:00,Kick to Head At Distance,"January 19, 2013","Sao Paulo, Brazil",UFC on FX: Belfort vs Bisping,W,L,Middleweight Bout,"W,Vitor Belfort,""The Phenom"",L,Michael Bisping,""The Count""",Vitor Belfort,Michael Bisping,,,,1,0,KO/TKO,---,0%,"0,0","0,1",0:00,0:00,0,0,25%,19%,"9,36","10,52",0,0,"10,37","10,52",Dan Miragliotta,0,0,2,33%,21%,"18,53","14,66",0,0,1:27,5 Rnd (5-5-5-5-5),"6,7","0,2","1,2","0,1","12,44","14,65","5,7","0,0","12,46","8,57","0,0","6,7","19,54","14,66"
---,---,"0,0","0,0",0:18,0:00,Punch to Head At Distance,"August 03, 2013","Rio de Janeiro, Brazil",UFC 163: Aldo vs Jung,W,L,Welterweight Bout,"W,Viscardi Andrade,L,Bristol Marunde",Viscardi Andrade,Bristol Marunde,,,,1,0,KO/TKO,---,---,"0,0","0,0",0:18,0:00,0,0,66%,0%,"12,18","0,17",0,0,"12,18","0,17",Mario Yamasaki,0,0,1,66%,0%,"12,18","0,17",0,0,1:36,3 Rnd (5-5-5),"1,1","0,0","0,0","0,0","8,11","0,17","4,7","0,0","9,15","0,17","2,2","0,0","12,18","0,17"
